nombre,precio,capacidad,formato,bus,link,imagen
Kingston HyperX Fury RGB 960 GB,153900,960 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/51728-kingston-hyperx-fury-rgb-960-gb-shfr200960g,https://s3.amazonaws.com/solotodo-core/media/cache/b4/7c/b47c387b21ac26716fa4f6b13a9c63f3.png
Western Digital Black 1 TB,255360,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/60614-western-digital-black-1-tb-wds100t3xhc,https://s3.amazonaws.com/solotodo-core/media/cache/9b/4b/9b4b309df129d8be6c17ecc78b8d551c.png
Kingston KC600 1 TB,161728,1 TB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/69857-kingston-kc600-1-tb-skc6001024g,https://s3.amazonaws.com/solotodo-core/media/cache/12/a7/12a79725bac31c36a54f39029df07705.png
A-DATA XPG Spectrix S40G RGB 1 TB,164990,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/65395-a-data-xpg-spectrix-s40g-rgb-1-tb-as40g-1tt-c,https://s3.amazonaws.com/solotodo-core/media/cache/ba/ff/baff842f58898e4ce6458d771166d4df.png
Gigabyte Aorus 500 GB,169990,500 GB,M.2,PCI Express 4.0,https://www.solotodo.com/products/66386-gigabyte-aorus-500-gb-gp-asm2ne6500gttd,https://s3.amazonaws.com/solotodo-core/media/cache/c6/1f/c61f86207367d29e56e3183403f6aa91.png
Kingston A2000 1 TB,173990,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/65075-kingston-a2000-1-tb-sa2000m81000g,https://s3.amazonaws.com/solotodo-core/media/cache/22/d3/22d303a78270d73652354a2f1f72cc51.png
Micron 1100 1 TB,189990,1 TB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/42997-micron-1100-1-tb-mtfddak1t0tbn-1ar12abyy,https://s3.amazonaws.com/solotodo-core/media/cache/c3/7e/c37e6f0c7478dabd5c733517be4a3994.png
Kingston DC500 960 GB,193829,960 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/58605-kingston-dc500-960-gb-sedc500r960g,https://s3.amazonaws.com/solotodo-core/media/cache/fc/61/fc61e12832c62ae2a64ff1ae79421084.png
Samsung 860 EVO 1 TB,198954,1 TB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/42793-samsung-860-evo-1-tb-mz-76e1t0bam,https://s3.amazonaws.com/solotodo-core/media/cache/1d/af/1daf0188bc6a0ab46d4899d93bbc28a4.png
Kingston SSDNow UV400 480 GB,199990,480 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/26191-kingston-ssdnow-uv400-480-gb-suv400s37480g,https://solotodo-core.s3.amazonaws.com/media/cache/9c/10/9c1048a9e10ea9a8f84c721c3f2d32d1.png
Seagate FireCuda 510 1 TB,204013,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/66411-seagate-firecuda-510-1-tb-zp1000gm30011,https://s3.amazonaws.com/solotodo-core/media/cache/7a/9c/7a9c4bb0b0a1e1e5ea70ad9000b5482e.png
Intel S4500 240 GB,213170,240 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/56328-intel-s4500-240-gb-7sd7a05742,https://s3.amazonaws.com/solotodo-core/media/cache/13/04/1304670c7a8570c13287a4d115cda6f3.png
A-DATA XPG SX8200 Pro 1 TB,213886,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/55889-a-data-xpg-sx8200-pro-1-tb-asx8200pnp-1tt-c,https://s3.amazonaws.com/solotodo-core/media/cache/a3/fb/a3fb10e39ed92aedc48d2412138c1f30.png
HP 480 GB,1021682,480 GB,M.2,PCI Express 3.0,https://www.solotodo.com/products/59544-hp-480-gb-875579-b21,https://s3.amazonaws.com/solotodo-core/media/cache/ee/43/ee439cca67658a71ec7ce822a6f61e04.png
Crucial MX500 2 TB,219900,2 TB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/42562-crucial-mx500-2-tb-ct2000mx500ssd1,https://s3.amazonaws.com/solotodo-core/media/cache/7b/c5/7bc5a02ef60f30b75251c6198e15068c.png
HP 240 GB,243164,240 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/57261-hp-240-gb-p04556-b21,https://s3.amazonaws.com/solotodo-core/media/cache/08/3f/083f00955610802dcde4314b29fafb06.png
Crucial BX500 2 TB,224990,2 TB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/75041-crucial-bx500-2-tb-ct2000bx500ssd1,https://s3.amazonaws.com/solotodo-core/media/cache/cb/83/cb83ed3a79346d64b7b553d2182ef4fd.png
Western Digital Blue 1 TB,226990,1 TB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/30414-western-digital-blue-1-tb-wds100t1b0a,https://solotodo-core.s3.amazonaws.com/media/cache/b9/03/b903dca7a8515f8539b4d9fb001e76b5.png
Kingston SSDNow A400 1920 GB,228608,1920 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/68643-kingston-ssdnow-a400-1920-gb-sa400s371920g,https://s3.amazonaws.com/solotodo-core/media/cache/89/72/89726e457e628f70cd86cb733cc67318.png
Kingston KC2000 1 TB,230432,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/62013-kingston-kc2000-1-tb-skc2000m81000g,https://solotodo-core.s3.amazonaws.com/media/cache/ad/67/ad670fabd3000cc94bd54fea51be01b7.png
Western Digital Blue 3D NAND 2 TB,399990,2 TB,M.2,SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/43976-western-digital-blue-3d-nand-2-tb-wds200t2b0b,https://s3.amazonaws.com/solotodo-core/media/cache/b6/b7/b6b79e02f06fc768378c05ad9277b1a4.png
Kingston SSDNow UV400 960 GB,254116,960 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/26192-kingston-ssdnow-uv400-960-gb-suv400s37960g,https://s3.amazonaws.com/solotodo-core/media/cache/ab/c1/abc106c0d27899efd3d6cafe6f901062.png
Samsung 970 Evo Plus 1 TB,263088,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/56883-samsung-970-evo-plus-1-tb-mz-v7s1t0bam,https://s3.amazonaws.com/solotodo-core/media/cache/c9/1a/c91a1ba250e1f896bef15b4fa86664a8.png
Lenovo 480 GB,268269,480 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/68573-lenovo-480-gb-7sd7a05764,https://s3.amazonaws.com/solotodo-core/media/cache/0c/e5/0ce50508b3ea753f96802e534b07dcb5.png
Seagate IronWolf 110 960 GB,275500,960 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/70137-seagate-ironwolf-110-960-gb-za960nm10011,https://s3.amazonaws.com/solotodo-core/media/cache/42/2d/422d41f93ee51899d30d7ae23affbdb0.png
Intel S4510 240 GB,282990,240 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/55972-intel-s4510-240-gb-4xb7a10247,https://s3.amazonaws.com/solotodo-core/media/cache/65/6a/656a96ea9c8cea25881d70b820450c06.png
Lenovo 960 GB,292827,960 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/66509-lenovo-960-gb-4xb7a10197,https://s3.amazonaws.com/solotodo-core/media/cache/e0/39/e039904e460d83d53f45d89c123619ee.png
Kingston KC600 2 TB,315552,2 TB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/74574-kingston-kc600-2-tb-skc6002048g,https://s3.amazonaws.com/solotodo-core/media/cache/a1/53/a1532cb02d1cdf5500ceab20d06e8e2e.png
Kingston DC450R 1920 GB,316160,1920 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/69480-kingston-dc450r-1920-gb-sedc450r1920g,https://s3.amazonaws.com/solotodo-core/media/cache/61/b6/61b6c1daf031699b5c66a7c0b53478e4.png
Kingston KC2000 2 TB,320290,2 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/62016-kingston-kc2000-2-tb-skc2000m82000g,https://s3.amazonaws.com/solotodo-core/media/cache/e4/c2/e4c25fc115eab188efb468b624618322.png
Kingston DC500R 1920 GB,341833,1920 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/62010-kingston-dc500r-1920-gb-sedc500r1920g,https://s3.amazonaws.com/solotodo-core/media/cache/95/fa/95fa4e5ee6f33e4675a3b6de28d89a81.png
Dell 400 GB,396702,400 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/55998-dell-400-gb-400-aift,https://s3.amazonaws.com/solotodo-core/media/cache/89/72/89726e457e628f70cd86cb733cc67318.png
HP 960 GB,668809,960 GB,3.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/57066-hp-960-gb-p07928-b21,https://solotodo-core.s3.amazonaws.com/media/cache/1b/87/1b8744b0da542c2fa7c1bee8235f7eec.png
Kingston DC450R 3840 GB,531900,3840 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/69482-kingston-dc450r-3840-gb-sedc450r3840g,https://s3.amazonaws.com/solotodo-core/media/cache/d3/1a/d31af2f5373a2625100d34fe3e197021.png
HP Z Turbo Drive G4 1 TB,540485,1 TB,M.2,PCI Express 3.0,https://www.solotodo.com/products/57807-hp-z-turbo-drive-g4-1-tb-1pd55aa,https://s3.amazonaws.com/solotodo-core/media/cache/7b/b6/7bb6595822461b70e7e83d7a5679711f.png
Kingston DC500R 3840 GB,601900,3840 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/64088-kingston-dc500r-3840-gb-sedc500r3840g,https://s3.amazonaws.com/solotodo-core/media/cache/ba/ff/baff842f58898e4ce6458d771166d4df.png
HP 1920 GB,966318,1920 GB,2.5"",SATA 3 (6.0 Gb/s),https://www.solotodo.com/products/66508-hp-1920-gb-p07930-b21,https://s3.amazonaws.com/solotodo-core/media/cache/7b/b6/7bb6595822461b70e7e83d7a5679711f.png
