nombre,precio,gpu,memoria,frecuencias,bus,link,imagen
MSI N210-MD1G/D3,39.990,NVIDIA GeForce G 210,1 GB DDR3 (64 bit),589 MHz core / 500 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/2543-msi-n210-md1gd3,https://publicapi.solotodo.com/products/2543/picture/?width=375&height=375
Zotac GeForce GT 710 1GB (ZT-71301-20L),49.900,NVIDIA GeForce GT 710,1 GB DDR3 (64 bit),954 MHz core / 800 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/24536-zotac-geforce-gt-710-1gb-zt-71301-20l,https://publicapi.solotodo.com/products/24536/picture/?width=375&height=375
MSI GT 710 1GD3H LP,48.900,NVIDIA GeForce GT 710,1 GB DDR3 (64 bit),954 MHz core / 800 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/26136-msi-gt-710-1gd3h-lp,https://publicapi.solotodo.com/products/26136/picture/?width=375&height=375
Galax GeForce GT 710 (71GGF4DC00WG),49.990,NVIDIA GeForce GT 710,1 GB DDR3 (64 bit),954 MHz core / 500 MHz memorias,PCI Express 2,0 x8,https://www.solotodo.com/products/69398-galax-geforce-gt-710-71ggf4dc00wg,https://s3.amazonaws.com/solotodo-core/media/cache/81/08/81084d5545b28c3669b41a893509a655.png
ASUS GT710-SL-1GD5 (90YV0AL2-M0NA00),48.900,NVIDIA GeForce GT 710,1 GB GDDR5 (32 bit),954 MHz core / 1253 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/43567-asus-gt710-sl-1gd5-90yv0al2-m0na00,https://publicapi.solotodo.com/products/43567/picture/?width=375&height=375
EVGA GT 710 (02G-P3-2713-KR),49.900,NVIDIA GeForce GT 710,2 GB DDR3 (64 bit),954 MHz core / 900 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/26597-evga-gt-710-02g-p3-2713-kr,https://s3.amazonaws.com/solotodo-core/media/cache/2a/00/2a0052f0376a116a7899da282c4e2e74.png
MSI GT 710 2GD3 LP,50.900,NVIDIA GeForce GT 710,2 GB DDR3 (64 bit),954 MHz core / 800 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/26233-msi-gt-710-2gd3-lp,https://publicapi.solotodo.com/products/26233/picture/?width=375&height=375
ASUS 710-2-SL-CSM,57.900,NVIDIA GeForce GT 710,2 GB DDR3 (64 bit),954 MHz core / 450 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/25187-asus-710-2-sl-csm,https://publicapi.solotodo.com/products/25187/picture/?width=375&height=375
Galax GeForce GT 710 (71GPF4HI00GX),59.990,NVIDIA GeForce GT 710,2 GB DDR3 (64 bit),954 MHz core / 500 MHz memorias,PCI Express 2,0 x8,https://www.solotodo.com/products/69399-galax-geforce-gt-710-71gpf4hi00gx,https://s3.amazonaws.com/solotodo-core/media/cache/ab/17/ab17091a7877fff579c807196ee8f81a.png
ASUS GT710-SL-2GD5,64.990,NVIDIA GeForce GT 710,2 GB GDDR5 (64 bit),954 MHz core / 1253 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/67931-asus-gt710-sl-2gd5,https://publicapi.solotodo.com/products/67931/picture/?width=375&height=375
MSI N730-2GD3V3,68.900,NVIDIA GeForce GT 730 (128 bits DDR3),2 GB DDR3 (128 bit),700 MHz core / 900 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/22506-msi-n730-2gd3v3,https://publicapi.solotodo.com/products/22506/picture/?width=375&height=375
ASUS R7240-2GD3-L (90YV04T0-M0NA00),79.990,AMD Radeon R7 240,2 GB DDR3 (128 bit),780 MHz core / 900 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/14197-asus-r7240-2gd3-l-90yv04t0-m0na00,https://s3.amazonaws.com/solotodo-core/media/cache/98/4f/984f303c6fef3fb717a7e6349eae3a3a.png
Zotac GT 730 (64 bits DDR3) (ZT-71113-20L),80.900,NVIDIA GeForce GT 730 (64 bits DDR3),2 GB DDR3 (64 bit),902 MHz core / 800 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/18601-zotac-gt-730-64-bits-ddr3-zt-71113-20l,https://s3.amazonaws.com/solotodo-core/media/cache/e7/ff/e7ff52f342c9288af71786e60915e781.png
Zotac GT 730 (64 bits DDR3) (ZT-71115-20L),92.340,NVIDIA GeForce GT 730 (64 bits DDR3),4 GB DDR3 (64 bit),902 MHz core / 800 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/20186-zotac-gt-730-64-bits-ddr3-zt-71115-20l,https://s3.amazonaws.com/solotodo-core/media/cache/cd/f4/cdf4721f3dc5c906c496c931ad343ab3.png
MSI GeForce GT 1030 2G LP OC,94.900,NVIDIA GeForce GT 1030,2 GB GDDR5 (64 bit),1265 MHz core / 1502 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/36721-msi-geforce-gt-1030-2g-lp-oc,https://s3.amazonaws.com/solotodo-core/media/cache/82/4a/824a6362a64a1dff83ccfc51086b4728.png
EVGA GeForce GT 1030 DDR4 (02G-P4-6232-KR),99.712,NVIDIA GeForce GT 1030,2 GB DDR4 (64 bit),1189 MHz core / 1050 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/46293-evga-geforce-gt-1030-ddr4-02g-p4-6232-kr,https://s3.amazonaws.com/solotodo-core/media/cache/35/50/35502cb9c2535231db977bdef224aa0f.png
Zotac GeForce GT 1030 2GB GDDR5 HDMI/DVI Low Profile (ZT-P10300A-10L),99.990,NVIDIA GeForce GT 1030,2 GB GDDR5 (64 bit),1227 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/36876-zotac-geforce-gt-1030-2gb-gddr5-hdmidvi-low-profile-zt-p10300a-10l,https://solotodo-core.s3.amazonaws.com/media/cache/83/ae/83ae35b9982a0d3e61adbfa2c1136c52.png
Sapphire RX 550 Pulse (11268-15-20G),99.990,AMD Radeon RX 550,4 GB GDDR5 (128 bit),1071 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/73893-sapphire-rx-550-pulse-11268-15-20g,https://s3.amazonaws.com/solotodo-core/media/cache/82/31/8231a2e922fe6e7211afd3c53d146e47.png
ASUS GT1030-2G-CSM (90YV0AT1-M0NA00),99.900,NVIDIA GeForce GT 1030,2 GB GDDR5 (64 bit),1228 MHz core / 1502 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/37502-asus-gt1030-2g-csm-90yv0at1-m0na00,https://s3.amazonaws.com/solotodo-core/media/cache/39/f7/39f71e06b6032bc5df84d0bcbce062a6.png
PNY Quadro NVS 300 (VCNVS300X16-PB),131.900,NVIDIA Quadro NVS 300,512 MB DDR3 (64 bit),589 MHz core / 790 MHz memorias,PCI Express 2.0 x16,https://www.solotodo.com/products/2936-pny-quadro-nvs-300-vcnvs300x16-pb,https://s3.amazonaws.com/solotodo-core/media/cache/5a/11/5a119e58318507eca448f09436db2285.png
Sapphire Radeon RX 460 2G D5 OC (11257-00),129.900,AMD Radeon RX 460,2 GB GDDR5 (128 bit),1090 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/28479-sapphire-radeon-rx-460-2g-d5-oc-11257-00,https://s3.amazonaws.com/solotodo-core/media/cache/67/66/676630fb2181173abbd8b6a97c1e3f96.png
MSI GeForce GT 1030 2GD4 LP OC,134.520,NVIDIA GeForce GT 1030,2 GB DDR4 (64 bit),1189 MHz core / 1050 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/53421-msi-geforce-gt-1030-2gd4-lp-oc,https://s3.amazonaws.com/solotodo-core/media/cache/c7/66/c766cd600501361f68b93d802ee1f710.png
EVGA GeForce GTX 1050 SC GAMING (03G-P4-6153-KR),132.900,NVIDIA GeForce GTX 1050,3 GB GDDR5 (96 bit),1455 MHz core / 1752 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/49589-evga-geforce-gtx-1050-sc-gaming-03g-p4-6153-kr,https://s3.amazonaws.com/solotodo-core/media/cache/29/69/296958631ef57461f897463e653f2eff.png
PNY Quadro P400 (VCQP400-BLK),138.899,NVIDIA Quadro P400,2 GB GDDR5 (64 bit),1228 MHz core / 1003 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/70612-pny-quadro-p400-vcqp400-blk,https://s3.amazonaws.com/solotodo-core/media/cache/0f/11/0f1125c217a112e83cabe03d9585a2c8.png
MSI GeForce GTX 1050 2GT OC,139.900,NVIDIA GeForce GTX 1050,2 GB GDDR5 (128 bit),1404 MHz core / 1752 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/30445-msi-geforce-gtx-1050-2gt-oc,https://solotodo-core.s3.amazonaws.com/media/cache/31/5c/315c4b53b94fc0939a966896321deb94.png
Sapphire Radeon Dual-X R7 370 2G D5 (11240-06-20G),139.900,AMD Radeon R7 370,2 GB GDDR5 (256 bit),985 MHz core / 1400 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/20921-sapphire-radeon-dual-x-r7-370-2g-d5-11240-06-20g,https://s3.amazonaws.com/solotodo-core/media/cache/dc/03/dc0385bbe6b99927c4e98f759e8dfb23.png
MSI Radeon R9 380 2GD5T OC,150.000,AMD Radeon R9 380,2 GB GDDR5 (256 bit),980 MHz core / 1375 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/20492-msi-radeon-r9-380-2gd5t-oc,https://s3.amazonaws.com/solotodo-core/media/cache/45/ad/45adea9f2386cf489a11cfb5e6f4e979.png
MSI Radeon RX 570 ARMOR 4G OC,149.990,AMD Radeon RX 570,4 GB GDDR5 (256 bit),1268 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/35134-msi-radeon-rx-570-armor-4g-oc,https://s3.amazonaws.com/solotodo-core/media/cache/3f/e3/3fe35634911440b7e76a3713d6322598.png
ASRock Phantom Gaming D Radeon RX570 4G (PHANTOM GDR RX570 4G),149.900,AMD Radeon RX 570,4 GB GDDR5 (256 bit),1244 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/57277-asrock-phantom-gaming-d-radeon-rx570-4g-phantom-gdr-rx570-4g,https://s3.amazonaws.com/solotodo-core/media/cache/5f/bd/5fbdb30b621630cf39cccab6e2e459c8.png
Zotac GAMING GeForce GTX 1650 OC (ZT-T16500F-10L),169.900,NVIDIA GeForce GTX 1650,4 GB GDDR5 (128 bit),1485 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/60284-zotac-gaming-geforce-gtx-1650-oc-zt-t16500f-10l,https://s3.amazonaws.com/solotodo-core/media/cache/17/39/1739556dc1c8ab9be50e37b0c766629c.png
ASUS ROG-STRIX-RX570-O4G-GAMING (90YV0AJ0-M0NA00),169.990,AMD Radeon RX 570,4 GB GDDR5 (256 bit),1300 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/37715-asus-rog-strix-rx570-o4g-gaming-90yv0aj0-m0na00,https://s3.amazonaws.com/solotodo-core/media/cache/1c/d9/1cd95eb592b56e6f38bd2768dc910296.png
ASRock Phantom Gaming D Radeon RX570 8G OC (PG D RADEON RX570 8G OC),169.900,AMD Radeon RX 570,8 GB GDDR5 (256 bit),1270 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/57823-asrock-phantom-gaming-d-radeon-rx570-8g-oc-pg-d-radeon-rx570-8g-oc,https://s3.amazonaws.com/solotodo-core/media/cache/d8/8a/d88a069967a2478ab22725c3356a566a.png
Gigabyte GeForce GTX 1050 Ti OC 4G (GV-N105TOC-4GD),169.900,NVIDIA GeForce GTX 1050 Ti,4 GB GDDR5 (128 bit),1316 MHz core / 1752 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/30291-gigabyte-geforce-gtx-1050-ti-oc-4g-gv-n105toc-4gd,https://solotodo-core.s3.amazonaws.com/media/cache/7a/c4/7ac4d564b94d9fc9d52a6f7cd16c56d5.png
EVGA GeForce GTX 1650 SC ULTRA GAMING (04G-P4-1057-KR),177.900,NVIDIA GeForce GTX 1650,4 GB GDDR5 (128 bit),1485 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/61752-evga-geforce-gtx-1650-sc-ultra-gaming-04g-p4-1057-kr,https://s3.amazonaws.com/solotodo-core/media/cache/a4/8b/a48b136e893b04f24833f35f637245e7.png
MSI GeForce GTX 1650 SUPER VENTUS XS OC,185.900,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/69213-msi-geforce-gtx-1650-super-ventus-xs-oc,https://s3.amazonaws.com/solotodo-core/media/cache/81/f1/81f15991b230ca42a8c3129e931ad1df.png
Gigabyte GeForce GTX 1650 OC Low Profile 4G (GV-N1650OC-4GL),185.900,NVIDIA GeForce GTX 1650,4 GB GDDR5 (128 bit),1695 MHz core / 2001 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/72321-gigabyte-geforce-gtx-1650-oc-low-profile-4g-gv-n1650oc-4gl,https://s3.amazonaws.com/solotodo-core/media/cache/54/86/5486e49bb2352089ac5be73fd97dc8a0.png
ASRock Radeon RX 5500 XT Challenger D 4G OC (RX5500XT CLD 4GO),189.890,AMD Radeon RX 5500 XT,4 GB GDDR6 (128 bit),1685 MHz core / 1750 MHz memorias,PCI Express 4.0 x8,https://www.solotodo.com/products/73460-asrock-radeon-rx-5500-xt-challenger-d-4g-oc-rx5500xt-cld-4go,https://s3.amazonaws.com/solotodo-core/media/cache/10/0c/100cf7fbbdd4fc80d68260d65739898c.png
MSI GeForce GTX 1650 SUPER AERO ITX OC,189.900,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/71157-msi-geforce-gtx-1650-super-aero-itx-oc,https://s3.amazonaws.com/solotodo-core/media/cache/0e/64/0e64db368d9abe87496d12070ce73116.png
AMD Radeon PRO WX 3100,189.990,AMD Radeon Pro WX 3100,4 GB GDDR5 (256 bit),1219 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/69112-amd-radeon-pro-wx-3100,https://s3.amazonaws.com/solotodo-core/media/cache/0c/22/0c222076424cdcdefb55fa69a03cea49.png
EVGA GeForce GTX 1650 SUPER SC ULTRA GAMING (04G-P4-1357-KR),190.900,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/70308-evga-geforce-gtx-1650-super-sc-ultra-gaming-04g-p4-1357-kr,https://s3.amazonaws.com/solotodo-core/media/cache/56/d8/56d8057a42f4f02cd0c2a219e154074c.png
MSI GeForce GTX 1650 SUPER GAMING X,196.900,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/70059-msi-geforce-gtx-1650-super-gaming-x,https://s3.amazonaws.com/solotodo-core/media/cache/2e/02/2e0224cff8aab49b3e2cccb6f750960a.png
ASUS PH-GTX1650S-O4G,198.313,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/71770-asus-ph-gtx1650s-o4g,https://s3.amazonaws.com/solotodo-core/media/cache/82/99/8299ccc105d661bd17d987275123fff2.png
Zotac GAMING GeForce GTX 1650 SUPER Twin Fan (ZT-T16510F-10L),199.000,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/70309-zotac-gaming-geforce-gtx-1650-super-twin-fan-zt-t16510f-10l,https://solotodo-core.s3.amazonaws.com/media/cache/71/40/714061995f583eae4d93affd824fda4c.png
Zotac GeForce GTX 1050 Ti OC Edition (ZT-P10510B-10L),199.990,NVIDIA GeForce GTX 1050 Ti,4 GB GDDR5 (128 bit),1392 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/29774-zotac-geforce-gtx-1050-ti-oc-edition-zt-p10510b-10l,https://s3.amazonaws.com/solotodo-core/media/cache/06/06/0606c16b45aafdec4bc50b9224dcb0c3.png
PNY Quadro P620 (VCQP620-PB),201.400,NVIDIA Quadro P620,2 GB GDDR5 (128 bit),1266 MHz core / 1003 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/64850-pny-quadro-p620-vcqp620-pb,https://s3.amazonaws.com/solotodo-core/media/cache/e1/88/e1886d615be24004e2975485255e7ba0.png
ASUS TUF-GTX1650S-O4G-GAMING (90YV0E42-M0NA00),205.900,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/70611-asus-tuf-gtx1650s-o4g-gaming-90yv0e42-m0na00,https://s3.amazonaws.com/solotodo-core/media/cache/b0/cf/b0cfeceb4523dbbf36ddae8bf7407c5f.png
ASRock Phantom Gaming D Radeon RX580 8G OC (90-GA0MZZ-00UANZ),206.990,AMD Radeon RX 580,8 GB GDDR5 (256 bit),1380 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/75875-asrock-phantom-gaming-d-radeon-rx580-8g-oc-90-ga0mzz-00uanz,https://s3.amazonaws.com/solotodo-core/media/cache/21/19/2119cea18bf7a74a7b8f38f4f6022a7d.png
MSI GeForce GTX 1650 GAMING X 4G,208.990,NVIDIA GeForce GTX 1650,4 GB GDDR5 (128 bit),1485 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/60282-msi-geforce-gtx-1650-gaming-x-4g,https://s3.amazonaws.com/solotodo-core/media/cache/d1/7a/d17acadc08b5033c53cc12e589cdefa3.png
MSI Radeon RX 5500 XT MECH 4G OC,212.990,AMD Radeon RX 5500 XT,4 GB GDDR6 (128 bit),1647 MHz core / 1750 MHz memorias,PCI Express 4.0 x16,https://www.solotodo.com/products/75024-msi-radeon-rx-5500-xt-mech-4g-oc,https://s3.amazonaws.com/solotodo-core/media/cache/e9/1d/e91deef5259e77066c64416509021172.png
PNY Quadro P620 V2 (VCQP620V2-PB),217.664,NVIDIA Quadro P620,2 GB GDDR5 (128 bit),1266 MHz core / 1003 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/74767-pny-quadro-p620-v2-vcqp620v2-pb,https://s3.amazonaws.com/solotodo-core/media/cache/bf/11/bf118c25edbdc1242b4dc3c9ea7d8ff2.png
ASRock Radeon RX 5500 XT Challenger D 8G OC (RX5500XT CLD 8GO),219.900,AMD Radeon RX 5500 XT,8 GB GDDR6 (128 bit),1685 MHz core / 1750 MHz memorias,PCI Express 4.0 x8,https://www.solotodo.com/products/73459-asrock-radeon-rx-5500-xt-challenger-d-8g-oc-rx5500xt-cld-8go,https://s3.amazonaws.com/solotodo-core/media/cache/f0/03/f003f7355d2176fc495187ba119d59ca.png
Galax GeForce GTX 1650 Super EX (1-Click OC) (65SQL8DS61EX),219.990,NVIDIA GeForce GTX 1650 Super,4 GB GDDR6 (128 bit),1530 MHz core / 1500 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/74179-galax-geforce-gtx-1650-super-ex-1-click-oc-65sql8ds61ex,https://solotodo-core.s3.amazonaws.com/media/cache/5f/23/5f23c8a5be083a392010720cca72ba7c.png
Gigabyte Radeon RX 5500 XT OC 8G (GV-R55XTOC-8GD),229.900,AMD Radeon RX 5500 XT,8 GB GDDR6 (128 bit),1717 MHz core / 1750 MHz memorias,PCI Express 4.0 x16,https://www.solotodo.com/products/71772-gigabyte-radeon-rx-5500-xt-oc-8g-gv-r55xtoc-8gd,https://solotodo-core.s3.amazonaws.com/media/cache/9b/42/9b4294e6f22404ea48dccc10d7bb5e7f.png
MSI Radeon RX 5500 XT MECH 8G OC,229.990,AMD Radeon RX 5500 XT,8 GB GDDR6 (128 bit),1647 MHz core / 1750 MHz memorias,PCI Express 4.0 x16,https://www.solotodo.com/products/71014-msi-radeon-rx-5500-xt-mech-8g-oc,https://s3.amazonaws.com/solotodo-core/media/cache/c7/98/c79875da57a8b7eb1026e2be13362b51.png
Gigabyte Radeon RX 5500 XT OC 4G (GV-R55XTOC-4GD),229.990,AMD Radeon RX 5500 XT,4 GB GDDR6 (128 bit),1717 MHz core / 1750 MHz memorias,PCI Express 4.0 x16,https://www.solotodo.com/products/73438-gigabyte-radeon-rx-5500-xt-oc-4g-gv-r55xtoc-4gd,https://s3.amazonaws.com/solotodo-core/media/cache/48/75/487572da8a68fa74d39f7de238b08c86.png
HP Quadro P620 (3ME25AA),233.472,NVIDIA Quadro P620,2 GB GDDR5 (128 bit),1266 MHz core / 1003 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/66013-hp-quadro-p620-3me25aa,https://s3.amazonaws.com/solotodo-core/media/cache/cd/f6/cdf61d9e9ad1495ae5b3effa315a7aac.png
EVGA GeForce GTX 1060 SC GAMING (06G-P4-6163-KR),229.900,NVIDIA GeForce GTX 1060 (6 GB),6 GB GDDR5 (192 bit),1607 MHz core / 2002 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/30237-evga-geforce-gtx-1060-sc-gaming-06g-p4-6163-kr,https://s3.amazonaws.com/solotodo-core/media/cache/a5/fa/a5fa0e490bd7680548a7750572c631b8.png
PNY GeForce GTX 1660 XLR8 Gaming Overclocked Edition (VCG16606SFPPB-O),239.990,NVIDIA GeForce GTX 1660,6 GB GDDR5 (192 bit),1530 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/67932-pny-geforce-gtx-1660-xlr8-gaming-overclocked-edition-vcg16606sfppb-o,https://s3.amazonaws.com/solotodo-core/media/cache/e8/a1/e8a121c75c8ba5f4cab4861862560fec.png
ASUS ROG-STRIX-RX570-4G-GAMING (90YV0AJ1-M0NA00),235.900,AMD Radeon RX 570,4 GB GDDR5 (256 bit),1254 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/43711-asus-rog-strix-rx570-4g-gaming-90yv0aj1-m0na00,https://s3.amazonaws.com/solotodo-core/media/cache/84/81/84814cb492c4ba9fcd3e414f704a37ec.png
ASRock Phantom Gaming X Radeon RX570 8G OC (PHANTOM GXR RX570 8G OC),239.900,AMD Radeon RX 570,8 GB GDDR5 (256 bit),1280 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/57021-asrock-phantom-gaming-x-radeon-rx570-8g-oc-phantom-gxr-rx570-8g-oc,https://s3.amazonaws.com/solotodo-core/media/cache/07/cf/07cfeecd3a324672f1422914a940000c.png
MSI Radeon RX 5500 XT GAMING X 8G,253.990,AMD Radeon RX 5500 XT,8 GB GDDR6 (128 bit),1685 MHz core / 1750 MHz memorias,PCI Express 4.0 x16,https://www.solotodo.com/products/73694-msi-radeon-rx-5500-xt-gaming-x-8g,https://s3.amazonaws.com/solotodo-core/media/cache/8b/ff/8bff5bec60d1833a393d643bf6a1fd96.png
Zotac GAMING GeForce GTX 1660 6GB GDDR5 (ZT-T16600F-10L),259.900,NVIDIA GeForce GTX 1660,6 GB GDDR5 (192 bit),1530 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/58929-zotac-gaming-geforce-gtx-1660-6gb-gddr5-zt-t16600f-10l,https://solotodo-core.s3.amazonaws.com/media/cache/77/91/7791d2f6cce7a02635644a1f569e2c00.png
Gigabyte GeForce GTX 1660 OC 6G (GV-N1660OC-6GD),259.900,NVIDIA GeForce GTX 1660,6 GB GDDR5 (192 bit),1530 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/58931-gigabyte-geforce-gtx-1660-oc-6g-gv-n1660oc-6gd,https://s3.amazonaws.com/solotodo-core/media/cache/04/52/0452981a9e4f5c0993486945ce33b947.png
MSI GeForce GTX 1660 SUPER VENTUS XS OC,260.990,NVIDIA GeForce GTX 1660 Super,6 GB GDDR6 (192 bit),1530 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/69799-msi-geforce-gtx-1660-super-ventus-xs-oc,https://s3.amazonaws.com/solotodo-core/media/cache/85/1d/851d6d4cc8d273478306da7d978b26f0.png
Gigabyte GeForce GTX 1660 SUPER OC 6G (GV-N166SOC-6GD),265.900,NVIDIA GeForce GTX 1660 Super,6 GB GDDR6 (192 bit),1830 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/69110-gigabyte-geforce-gtx-1660-super-oc-6g-gv-n166soc-6gd,https://s3.amazonaws.com/solotodo-core/media/cache/f6/7a/f67a5780ea761e857a7de155c46a30c4.png
EVGA GTX 1060 (6 GB) (06G-P4-5161-KR),259.900,NVIDIA GeForce GTX 1060 (6 GB),6 GB GDDR5 (192 bit),1506 MHz core / 2002 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/31385-evga-gtx-1060-6-gb-06g-p4-5161-kr,https://s3.amazonaws.com/solotodo-core/media/cache/b9/ac/b9acf2d955fec167974d4c48c32eec92.png
ASUS PH-GTX1660-O6G,259.900,NVIDIA GeForce GTX 1660,6 GB GDDR5 (192 bit),1530 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/60178-asus-ph-gtx1660-o6g,https://s3.amazonaws.com/solotodo-core/media/cache/ab/8b/ab8b75fef5f88c7783ddf0cd3526ae45.png
Galax GeForce GTX 1660 (1-Click OC) (60SRH7DSY91C),269.990,NVIDIA GeForce GTX 1660,6 GB GDDR5 (192 bit),1530 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/69401-galax-geforce-gtx-1660-1-click-oc-60srh7dsy91c,https://s3.amazonaws.com/solotodo-core/media/cache/71/d3/71d38d822066725096ff2ad9c48dfd3f.png
ASUS DUAL-RX5500XT-O8G-EVO (90YV0DV1-M0AA00),269.990,AMD Radeon RX 5500 XT,8 GB GDDR6 (128 bit),1685 MHz core / 1750 MHz memorias,PCI Express 4.0 x8,https://www.solotodo.com/products/75657-asus-dual-rx5500xt-o8g-evo-90yv0dv1-m0aa00,https://s3.amazonaws.com/solotodo-core/media/cache/32/ff/32ff7ecd05913725a95991dff54c2159.png
Zotac GAMING GeForce GTX 1660 AMP 6GB GDDR5 (ZT-T16600D-10M),264.900,NVIDIA GeForce GTX 1660,6 GB GDDR5 (192 bit),1530 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/58928-zotac-gaming-geforce-gtx-1660-amp-6gb-gddr5-zt-t16600d-10m,https://s3.amazonaws.com/solotodo-core/media/cache/c8/66/c866fcd0bcd423751c167c65afa10fac.png
ASUS PH-GTX1660S-O6G,272.900,NVIDIA GeForce GTX 1660 Super,6 GB GDDR6 (192 bit),1530 MHz core / 1750 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/71156-asus-ph-gtx1660s-o6g,https://s3.amazonaws.com/solotodo-core/media/cache/f7/73/f773ced39d5b9f423e1b4889dee6c211.png
MSI GeForce GTX 1660 VENTUS XS 6G OC,274.980,NVIDIA GeForce GTX 1660,6 GB GDDR5 (192 bit),1530 MHz core / 2000 MHz memorias,PCI Express 3.0 x16,https://www.solotodo.com/products/58984-msi-geforce-gtx-1660-ventus-xs-6g-oc,https://s3.amazonaws.com/solotodo-core/media/cache/32/3e/323e89a68fde9457b060ad6fb054d859.png
