nombre,precio,capacidad,tipo,frecuencia,formato,voltaje,link,imagen
Kingston HyperX Fury RGB HX430C15FB3A/8 (1 x 8GB | DIMM DDR4-3000),56990,1 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/71506-kingston-hyperx-fury-rgb-hx430c15fb3a8-1-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/bb/85/bb85c5198a1602c4d5fa21d8e8998481.png
Crucial CT16G4SFD8266 (1 x 16GB | SO-DIMM DDR4-2666),57900,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/50917-crucial-ct16g4sfd8266-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/b8/0f/b80f6f560460d8490329ad4833661c2d.png
Crucial Ballistix Elite BLE8G4D30AEEA (1 x 8GB | DIMM DDR4-3000),59900,1 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/33277-crucial-ballistix-elite-ble8g4d30aeea-1-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/d9/a1/d9a1e0702035497a6110b8c193519b60.png
Kingston HyperX HX432C16PB3A/8 (1 x 8GB | DIMM DDR4-3200),59928,1 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/52420-kingston-hyperx-hx432c16pb3a8-1-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/b1/0e/b10eae1b5dcfb02cb6753132ad42ce00.png
A-Tech KIT-8GB-2X4GB-DDR3-1333MHz-SO-ATECH (2 x 4GB | SO-DIMM DDR3-1333),59900,2 x 4GB,DDR3,1333 MHz,SO-DIMM,1.35 V,https://www.solotodo.com/products/62359-a-tech-kit-8gb-2x4gb-ddr3-1333mhz-so-atech-2-x-4gb-so-dimm-ddr3-1333,https://s3.amazonaws.com/solotodo-core/media/cache/7b/7c/7b7ce32e96a5dda3c1ef842f286da27f.png
A-DATA AD4S2400316G17-S (1 x 16GB | SO-DIMM DDR4-2400),59990,1 x 16GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/44256-a-data-ad4s2400316g17-s-1-x-16gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/4d/a9/4da9abcb4a4b8cda3a7338ffd652c745.png
G.Skill TridentZ RGB F4-2400C15S-8GTZR (1 x 8GB | DIMM DDR4-2400),59990,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/65399-gskill-tridentz-rgb-f4-2400c15s-8gtzr-1-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/5f/62/5f62e2cc152582875704b2466ab2b506.png
Team T-Force Delta II RGB TF3D48G2400HC15B01 (1 x 8GB | DIMM DDR4-2400),61900,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/54576-team-t-force-delta-ii-rgb-tf3d48g2400hc15b01-1-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/5f/62/5f62e2cc152582875704b2466ab2b506.png
Crucial CT16G4DFD8266 (1 x 16GB | DIMM DDR4-2666),61900,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/52810-crucial-ct16g4dfd8266-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/75/12/7512c9262cbdbebbcf838bc9d8103ff8.png
Genérica MAC Pro (2 x 8GB | DIMM DDR3-1333 ECC),62014,2 x 8GB,DDR3,1333 MHz,DIMM,1.50 V,https://www.solotodo.com/products/67477-generica-mac-pro-2-x-8gb-dimm-ddr3-1333-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/33/97/339754df1e1915c82b34b9012ca7e041.png
Crucial CT16G4DFD824A (1 x 16GB | DIMM DDR4-2400),62624,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/34621-crucial-ct16g4dfd824a-1-x-16gb-dimm-ddr4-2400,https://solotodo-core.s3.amazonaws.com/media/cache/00/03/00037ae11a243f7150a147ccc5619210.png
A-DATA AD4S2666316G19-S (1 x 16GB | SO-DIMM DDR4-2666),62624,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/59666-a-data-ad4s2666316g19-s-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/60/dc/60dcbfd6e2a1014201ca007d97af8f24.png
Crucial CT16G4SFD824A (1 x 16GB | SO-DIMM DDR4-2400),64900,1 x 16GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/33276-crucial-ct16g4sfd824a-1-x-16gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/56/d7/56d74eb4b0fa9fa35644505e64bb999e.png
Kingston HyperX Fury Black HX424C15FB/16 (1 x 16GB | DIMM DDR4-2400),64990,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/27164-kingston-hyperx-fury-black-hx424c15fb16-1-x-16gb-dimm-ddr4-2400,https://solotodo-core.s3.amazonaws.com/media/cache/dd/76/dd76cac13f5e91833d4fa92062ddbd20.png
Team T-Force Delta II RGB TF3D48G2666HC15B01 (1 x 8GB | DIMM DDR4-2666),66900,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/46576-team-t-force-delta-ii-rgb-tf3d48g2666hc15b01-1-x-8gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/b1/0e/b10eae1b5dcfb02cb6753132ad42ce00.png
Kingston HyperX Fury Black HX424C15FB3/16 (1 x 16GB | DIMM DDR4-2400),67880,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/67121-kingston-hyperx-fury-black-hx424c15fb316-1-x-16gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/f7/b1/f7b192b92308c2ae5187e4bb06ac9d30.png
Crucial Ballistix Sport LT BLS16G4D30AESE (1 x 16GB | DIMM DDR4-3000),69900,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/56877-crucial-ballistix-sport-lt-bls16g4d30aese-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/33/97/339754df1e1915c82b34b9012ca7e041.png
Crucial Ballistix Sport AT BLS16G4D26BFST (1 x 16GB | DIMM DDR4-2666),69900,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/49167-crucial-ballistix-sport-at-bls16g4d26bfst-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/46/51/4651f18ef94ba71aa22f25fe9c7ee76e.png
Team TED48G2400C16-S01 (1 x 8GB | SO-DIMM DDR4-2400),69990,1 x 8GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/44611-team-ted48g2400c16-s01-1-x-8gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/2d/4e/2d4eacb02e724eceb3d8a888338b512a.png
Kingston KCP424SD8/16 (1 x 16GB | SO-DIMM DDR4-2400),69990,1 x 16GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/41034-kingston-kcp424sd816-1-x-16gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/c4/d6/c4d6cd2e87258a6f8d7c23c00104da35.png
Kingston KCP426SD8/16 (1 x 16GB | SO-DIMM DDR4-2666),69990,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/52418-kingston-kcp426sd816-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/15/c4/15c4199c2b06906a048a19d2866aaf48.png
Kingston HyperX Fury Black HX426C16FB/16 (1 x 16GB | DIMM DDR4-2666),69900,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/46654-kingston-hyperx-fury-black-hx426c16fb16-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/a0/cd/a0cd955abdae122cbd0e3371f9edfedd.png
Kingston HyperX Predator HX426C13PB3/8 (1 x 8GB | DIMM DDR4-2666),68900,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/47677-kingston-hyperx-predator-hx426c13pb38-1-x-8gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/14/94/1494b18b99a18cc484b14f6641f2b9cc.png
Crucial Ballistix Sport LT BLS16G4D240FSE (1 x 16GB | DIMM DDR4-2400),71900,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/26207-crucial-ballistix-sport-lt-bls16g4d240fse-1-x-16gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/00/42/0042855b293d37a259cb9158248e045f.png
Crucial Ballistix Sport LT BLS16G4D26BFSE (1 x 16GB | DIMM DDR4-2666),69900,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/55076-crucial-ballistix-sport-lt-bls16g4d26bfse-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/e9/2a/e92a2d9fb80588e5e700c51f3e032858.png
Patriot Signature Line PSD416G26662 (1 x 16GB | DIMM DDR4-2666),69900,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/65649-patriot-signature-line-psd416g26662-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/3f/49/3f49b8b8ce93269d8cfb5183331330c6.png
Kingston HyperX Predator HX424C12PB3/16 (1 x 16GB | DIMM DDR4-2400),69900,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/68723-kingston-hyperx-predator-hx424c12pb316-1-x-16gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/26/a2/26a2a27b0b044e96c88009a8afd8e937.png
Crucial Ballistix Sport LT BLS16G4D30AESB (1 x 16GB | DIMM DDR4-3000),71990,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/56878-crucial-ballistix-sport-lt-bls16g4d30aesb-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/6d/a9/6da97262d490e76a570d2a731591ccdd.png
Kingston KCP424ND8/16 (1 x 16GB | DIMM DDR4-2400),72362,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/42103-kingston-kcp424nd816-1-x-16gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/65/2a/652a6c4fd619b2965ad5ac5282da1cb8.png
Genérica MAC (2 x 8GB | SO-DIMM DDR4-2400),72688,2 x 8GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/60634-generica-mac-2-x-8gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/a3/17/a317187662654a07e00eca086c61df8f.png
Kingston KVR26S19D8/16 (1 x 16GB | SO-DIMM DDR4-2666),72960,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/46569-kingston-kvr26s19d816-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/62/5e/625e147d11c26310a7a931bf7e29fe09.png
Crucial Ballistix Sport LT BLS16G4S26BFSD (1 x 16GB | SO-DIMM DDR4-2666),74166,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/56879-crucial-ballistix-sport-lt-bls16g4s26bfsd-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/2d/4e/2d4eacb02e724eceb3d8a888338b512a.png
Kingston KCP426ND8/16 (1 x 16GB | DIMM DDR4-2666),74176,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/55400-kingston-kcp426nd816-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/09/7f/097f066e51d681a271a3e581aca30e4d.png
Kingston KVR26N19D8/16 (1 x 16GB | DIMM DDR4-2666),74990,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/43889-kingston-kvr26n19d816-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/3a/a9/3aa99e1d8ae43e77f935691805bb75c4.png
Genérica MAC Pro (2 x 4GB | DIMM DDR3-1333 ECC),75040,2 x 4GB,DDR3,1333 MHz,DIMM,1.50 V,https://www.solotodo.com/products/62030-generica-mac-pro-2-x-4gb-dimm-ddr3-1333-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/37/92/37924115ffd1842437f96838d5765549.png
Kingston HyperX Fury Black HX434C19FB/16 (1 x 16GB | DIMM DDR4-3466),75500,1 x 16GB,DDR4,3466 MHz,DIMM,1.20 V,https://www.solotodo.com/products/60938-kingston-hyperx-fury-black-hx434c19fb16-1-x-16gb-dimm-ddr4-3466,https://s3.amazonaws.com/solotodo-core/media/cache/3f/84/3f8489b4df2b6371e8752123e977fdb0.png
Corsair CMV16GX4M1A2400C16 (1 x 16GB | DIMM DDR4-2400),75990,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/39894-corsair-cmv16gx4m1a2400c16-1-x-16gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/60/dc/60dcbfd6e2a1014201ca007d97af8f24.png
A-DATA XPG Spectrix D41 AX4U3000316G16-SR41 (1 x 16GB | DIMM DDR4-3000),75990,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/66859-a-data-xpg-spectrix-d41-ax4u3000316g16-sr41-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/57/18/5718868b972a890b6ca64633914af4fd.png
A-DATA XPG Spectrix D41 AX4U3000316G16-ST41 (1 x 16GB | DIMM DDR4-3000),75990,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/66858-a-data-xpg-spectrix-d41-ax4u3000316g16-st41-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/24/4f/244f95b91dd59fa2250bb4cc3d3e37ec.png
Genérica MAC (2 x 4GB | SO-DIMM DDR3-1866),76160,2 x 4GB,DDR3,1866 MHz,SO-DIMM,1.35 V,https://www.solotodo.com/products/62234-generica-mac-2-x-4gb-so-dimm-ddr3-1866,https://solotodo-core.s3.amazonaws.com/media/cache/00/c8/00c828200a49d8841586ce4380418e90.png
Crucial MAC CT16G4S266M (1 x 16GB | SO-DIMM DDR4-2666),76608,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/63363-crucial-mac-ct16g4s266m-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/71/72/7172760391659e17c59fa668c5b819fd.png
A-DATA XPG Spectrix D41 AX4U300038G16-DR41 (2 x 8GB | DIMM DDR4-3000),77990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/66861-a-data-xpg-spectrix-d41-ax4u300038g16-dr41-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/b0/d3/b0d3f9fd6da006abd0fcedb822de2c35.png
Kingston HyperX Fury Black HX426C16FB3/16 (1 x 16GB | DIMM DDR4-2666),77990,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/67120-kingston-hyperx-fury-black-hx426c16fb316-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/80/c1/80c12f85e4d0f990ac8365adcde5fd2c.png
Kingston HyperX Fury RGB HX424C15FB3A/16 (1 x 16GB | DIMM DDR4-2400),78432,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/67568-kingston-hyperx-fury-rgb-hx424c15fb3a16-1-x-16gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/11/0d/110da47e2139d893d1766a15314404c0.png
Corsair Vengeance LPX CMK8GX4M1A2400C14R (1 x 8GB | DIMM DDR4-2400),76900,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/46713-corsair-vengeance-lpx-cmk8gx4m1a2400c14r-1-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/46/51/4651f18ef94ba71aa22f25fe9c7ee76e.png
Corsair Vengeance LPX CMK8GX4M1A2400C16R (1 x 8GB | DIMM DDR4-2400),76900,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/32300-corsair-vengeance-lpx-cmk8gx4m1a2400c16r-1-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/b8/0f/b80f6f560460d8490329ad4833661c2d.png
Kingston HyperX Fury Black HX430C15FB3/16 (1 x 16GB | DIMM DDR4-3000),79411,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/70608-kingston-hyperx-fury-black-hx430c15fb316-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/6b/69/6b69cedf4792e3661f67d72147d75cc2.png
PNY MD16GK2D4266616XR (2 x 8GB | DIMM DDR4-2666),79900,2 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/75877-pny-md16gk2d4266616xr-2-x-8gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/d1/e9/d1e985df34a336104b041e053a739858.png
Kingston HyperX Fury RGB HX426C16FB3A/16 (1 x 16GB | DIMM DDR4-2666),79990,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/67119-kingston-hyperx-fury-rgb-hx426c16fb3a16-1-x-16gb-dimm-ddr4-2666,https://solotodo-core.s3.amazonaws.com/media/cache/90/5b/905b12753abcd6eec94c4f08b0daf3f3.png
Kingston KVR24S17D8/16 (1 x 16GB | SO-DIMM DDR4-2400),79990,1 x 16GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/37322-kingston-kvr24s17d816-1-x-16gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/b8/0f/b80f6f560460d8490329ad4833661c2d.png
Crucial Ballistix Sport LT BLS16G4D30BESB (1 x 16GB | DIMM DDR4-3000),79990,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/63549-crucial-ballistix-sport-lt-bls16g4d30besb-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/73/7f/737f411dee666cb512fb7302ccdd1132.png
Crucial Ballistix Sport BLS16G4D32AEST (1 x 16GB | DIMM DDR4-3200),79990,1 x 16GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/75457-crucial-ballistix-sport-bls16g4d32aest-1-x-16gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/b8/0f/b80f6f560460d8490329ad4833661c2d.png
Kingston HyperX Predator HX436C17PB4A/8 (1 x 8GB | DIMM DDR4-3600),80875,1 x 8GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/63528-kingston-hyperx-predator-hx436c17pb4a8-1-x-8gb-dimm-ddr4-3600,https://s3.amazonaws.com/solotodo-core/media/cache/0e/64/0e6425fb59fdeb736626274001460b48.png
Crucial CT2K4G4DFS824A (2 x 4GB | DIMM DDR4-2400),81515,2 x 4GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/48226-crucial-ct2k4g4dfs824a-2-x-4gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/34/37/3437f02c0493357d5091439ef33de82f.png
Corsair Vengeance LPX CMK16GX4M2A2666C16 (2 x 8GB | DIMM DDR4-2666),79900,2 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/70346-corsair-vengeance-lpx-cmk16gx4m2a2666c16-2-x-8gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/df/06/df066b244a822d189f018efb7d86bda0.png
Crucial Ballistix Sport LT BLS2K8G4D30AESEK (2 x 8GB | DIMM DDR4-3000),82990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/60816-crucial-ballistix-sport-lt-bls2k8g4d30aesek-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/61/2e/612e5e410b9a1fe670e603ec6d191030.png
Kingston HyperX Fury Black HX432C16FB3/16 (1 x 16GB | DIMM DDR4-3200),83904,1 x 16GB,DDR4,3200 MHz,DIMM,1.20 V,https://www.solotodo.com/products/66627-kingston-hyperx-fury-black-hx432c16fb316-1-x-16gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/96/f7/96f76e9ef59ae263547ee7e021a71f8a.png
Kingston HyperX Impact HX426S15IB2/16 (1 x 16GB | SO-DIMM DDR4-2666),85990,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/71840-kingston-hyperx-impact-hx426s15ib216-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/43/b9/43b9a8c41d3726755ba74266dd5934c0.png
GeIL Super Luce RGB GALS416GB3000C16ASC (1 x 16GB | DIMM DDR4-3000),86900,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/70297-geil-super-luce-rgb-gals416gb3000c16asc-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/84/d1/84d1ba0b22b122be7b582582d7b4fd05.png
Crucial CT16G4S24AM (1 x 16GB | SO-DIMM DDR4-2400),87880,1 x 16GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/39969-crucial-ct16g4s24am-1-x-16gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/8a/8b/8a8b4941513f22baca9ba9c9f46bf829.png
Team T-Force Dark Z TDZGD416G3600HC18JDC01 (2 x 8GB | DIMM DDR4-3600),88236,2 x 8GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/75911-team-t-force-dark-z-tdzgd416g3600hc18jdc01-2-x-8gb-dimm-ddr4-3600,https://solotodo-core.s3.amazonaws.com/media/cache/7b/03/7b03d984e98b00835508f84ad074c186.png
Team T-Force Dark Z TDZRD416G3600HC18JDC01 (2 x 8GB | DIMM DDR4-3600),88236,2 x 8GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/75910-team-t-force-dark-z-tdzrd416g3600hc18jdc01-2-x-8gb-dimm-ddr4-3600,https://s3.amazonaws.com/solotodo-core/media/cache/30/bc/30bcc8662f910aa46bd27693be635e1a.png
Kingston KVR24N17D8/16 (1 x 16GB | DIMM DDR4-2400),88990,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/36518-kingston-kvr24n17d816-1-x-16gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/61/9c/619ca1b3ec0adf3870796cc15405cb52.png
Crucial Ballistix Sport LT BLS16G4D32AESE (1 x 16GB | DIMM DDR4-3200),88990,1 x 16GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/56876-crucial-ballistix-sport-lt-bls16g4d32aese-1-x-16gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/16/83/1683e4e9b61e239ea73ac130eef83f15.png
Kingston HyperX HX440C19PB3A/8 (1 x 8GB | DIMM DDR4-4000),89880,1 x 8GB,DDR4,4000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/52417-kingston-hyperx-hx440c19pb3a8-1-x-8gb-dimm-ddr4-4000,https://s3.amazonaws.com/solotodo-core/media/cache/5f/42/5f428b110e100079a664ab7ef6bf78a7.png
Corsair CMV16GX4M1A2133C15 (1 x 16GB | DIMM DDR4-2133),89900,1 x 16GB,DDR4,2133 MHz,DIMM,1.20 V,https://www.solotodo.com/products/28813-corsair-cmv16gx4m1a2133c15-1-x-16gb-dimm-ddr4-2133,https://s3.amazonaws.com/solotodo-core/media/cache/d7/c0/d7c0aa5b546f4ecceade275df0743c3d.png
Kingston HyperX Fury Black HX434C16FB3/16 (1 x 16GB | DIMM DDR4-3466),89900,1 x 16GB,DDR4,3466 MHz,DIMM,1.35 V,https://www.solotodo.com/products/67116-kingston-hyperx-fury-black-hx434c16fb316-1-x-16gb-dimm-ddr4-3466,https://s3.amazonaws.com/solotodo-core/media/cache/c4/d6/c4d6cd2e87258a6f8d7c23c00104da35.png
Kingston HyperX Fury RGB HX432C16FB3A/16 (1 x 16GB | DIMM DDR4-3200),89900,1 x 16GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/67307-kingston-hyperx-fury-rgb-hx432c16fb3a16-1-x-16gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/d9/a1/d9a1e0702035497a6110b8c193519b60.png
Kingston HyperX Fury Black HX424C15FB2K2/16 (2 x 8GB | DIMM DDR4-2400),91990,2 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/31208-kingston-hyperx-fury-black-hx424c15fb2k216-2-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/24/4f/244f95b91dd59fa2250bb4cc3d3e37ec.png
GeIL Super Luce RGB GALS416GB3000C16ADC (2 x 8GB | DIMM DDR4-3000),91990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/75667-geil-super-luce-rgb-gals416gb3000c16adc-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/90/5b/905b12753abcd6eec94c4f08b0daf3f3.png
Genérica MAC (2 x 8GB | SO-DIMM DDR3-1600),94800,2 x 8GB,DDR3,1600 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/60635-generica-mac-2-x-8gb-so-dimm-ddr3-1600,https://s3.amazonaws.com/solotodo-core/media/cache/c2/fb/c2fbbdeeb508b47b5c381151591de613.png
Corsair Vengeance LPX CMK16GX4M1B3000C15 (1 x 16GB | DIMM DDR4-3000),94990,1 x 16GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/26536-corsair-vengeance-lpx-cmk16gx4m1b3000c15-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/df/99/df99cba79e1e52d47b2cebac8ab0813d.png
G.Skill Ripjaws F4-3200C18S-16GRS (1 x 16GB | SO-DIMM DDR4-3200),94990,1 x 16GB,DDR4,3200 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/73923-gskill-ripjaws-f4-3200c18s-16grs-1-x-16gb-so-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/b1/10/b110783f2bdd620794a8ae1ee52687e2.png
